MS_SubClass,MS_Zoning,Lot_Area,Alley,Neighborhood,Bldg_Type,Overall_Qual,Year_Built,Roof_Style,Roof_Matl,Mas_Vnr_Type,1st_Flr_SF,2nd_Flr_SF,Garage_Area,Paved_Drive,SalePrice,total_sq
1-STORY 1946 & NEWER,Resi Low Density,13811,True,Timber,1Fam,Above Avg,1987,Gable,CompShg,BrkFace,1137,0,551.0,Paved,176000,1688.0
1-STORY 1946 & NEWER,Resi Low Density,10143,True,NAmes,1Fam,Above Avg,1963,Gable,CompShg,BrkFace,1380,0,364.0,Paved,154000,1744.0
1-STORY 1946 & NEWER,Resi Low Density,18265,True,Timber,1Fam,Above Avg,1986,Gable,CompShg,BrkFace,1256,0,578.0,Paved,180000,1834.0
1-STPUD-1946 & NEWER,Resi Med Density,4224,True,MeadowV,TwnhsE,Average,1976,Gable,CompShg,None,1142,0,528.0,Paved,134000,1670.0
1-STORY 1946 & NEWER,Resi Low Density,12615,True,Edwards,1Fam,Above Avg,1950,Gable,CompShg,None,2158,0,576.0,Paved,243000,2734.0
1-STORY 1946 & NEWER,Resi Low Density,14536,True,Timber,1Fam,Very good,2002,Hip,CompShg,BrkFace,1629,0,808.0,Paved,270000,2437.0
1-STORY 1946 & NEWER,Resi Low Density,9187,True,Mitchel,1Fam,Above Avg,1983,Gable,CompShg,None,1080,0,484.0,Paved,134000,1564.0
2-STORY 1946 & NEWER,Resi Low Density,9900,True,NoRidge,1Fam,Good,1993,Gable,CompShg,BrkFace,1372,1274,656.0,Paved,260000,3302.0
2-STORY 1946 & NEWER,Resi Low Density,8333,True,CollgCr,1Fam,Good,2006,Gable,CompShg,None,738,753,484.0,Paved,168675,1975.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10147,True,Gilbert,1Fam,Above Avg,1994,Gable,CompShg,BrkFace,924,770,398.0,Paved,160000,2092.0
1-1/2 STORY FINISHED,Resi Med Density,5914,False,OldTown,1Fam,Average,1890,Gable,CompShg,None,684,396,0.0,Dirt/Gravel,95000,1080.0
2-STORY 1946 & NEWER,Resi Low Density,11646,True,CollgCr,1Fam,Above Avg,2005,Gable,CompShg,None,704,718,440.0,Paved,173000,1862.0
1-STORY 1946 & NEWER,Floating Village,7200,False,Somerst,1Fam,Good,2006,Gable,CompShg,None,1301,0,572.0,Paved,187750,1873.0
2-STORY 1946 & NEWER,Resi Low Density,20544,True,NWAmes,1Fam,Good,1986,Gable,CompShg,BrkFace,1236,857,542.0,Paved,215000,2635.0
1-STORY 1946 & NEWER,Resi Low Density,9981,True,Sawyer,1Fam,Average,1967,Gable,CompShg,BrkFace,1073,0,270.0,Paved,120000,1343.0
1-STORY 1946 & NEWER,Resi Low Density,8251,True,Somerst,1Fam,Good,2005,Gable,CompShg,BrkFace,1506,0,672.0,Paved,249000,2178.0
1-STORY 1946 & NEWER,Resi Low Density,10140,True,NWAmes,1Fam,Good,1967,Hip,CompShg,BrkFace,1334,0,477.0,Paved,164500,1811.0
1-STPUD-1946 & NEWER,Resi Med Density,8239,True,GrnHill,TwnhsE,Good,1986,Gable,CompShg,None,1295,0,312.0,Paved,230000,1607.0
2-STORY 1945 & OLDER,Resi Med Density,5700,True,OldTown,1Fam,Good,1929,Gable,CompShg,None,672,672,456.0,Paved,140000,1800.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Average,1952,Gable,CompShg,None,732,0,240.0,Paved,118900,972.0
1-STORY 1946 & NEWER,Resi Low Density,9178,True,CollgCr,1Fam,Very good,2008,Gable,CompShg,None,1468,0,904.0,Paved,239900,2372.0
1-STPUD-1946 & NEWER,Resi Low Density,4043,True,NPkVill,TwnhsE,Above Avg,1975,Gable,CompShg,None,1069,0,440.0,Paved,146300,1509.0
1-STPUD-1946 & NEWER,Resi Med Density,4224,True,MeadowV,TwnhsE,Average,1975,Gable,CompShg,None,1040,0,499.0,Paved,124000,1539.0
2 FAMILY CONVERSION,Resi Low Density,11235,True,Sawyer,2fmCon,Average,1963,Gable,CompShg,None,999,0,308.0,Paved,130000,1307.0
1-STORY 1946 & NEWER,Resi Low Density,8450,True,SawyerW,1Fam,Good,2000,Gable,CompShg,BrkFace,1349,0,539.0,Paved,179000,1888.0
1-STORY 1946 & NEWER,Resi Low Density,11851,True,Gilbert,1Fam,Good,1990,Gable,CompShg,None,1442,0,500.0,Paved,180500,1942.0
1-STORY 1945 & OLDER,Resi Med Density,4608,True,OldTown,1Fam,Below Avg,1945,Gable,CompShg,None,747,0,220.0,Paved,80000,967.0
1-STORY 1946 & NEWER,Resi Low Density,9262,True,Somerst,1Fam,Very good,2008,Gable,CompShg,Stone,1578,0,840.0,Paved,287090,2418.0
1-STORY 1946 & NEWER,Resi Med Density,12702,True,OldTown,1Fam,Average,1956,Gable,CompShg,None,882,0,308.0,Paved,97000,1190.0
1-STPUD-1946 & NEWER,Resi Low Density,2938,True,Blmngtn,TwnhsE,Good,2002,Gable,CompShg,BrkFace,1511,0,398.0,Paved,246990,1909.0
1-STORY 1946 & NEWER,Resi Low Density,18160,True,Gilbert,1Fam,Above Avg,1964,Gable,CompShg,BrkCmn,1128,0,480.0,Partial Paved,154204,1608.0
1-STORY 1946 & NEWER,Resi Low Density,11355,True,NAmes,1Fam,Good,1958,Gable,Tar&Grv,BrkFace,1312,0,495.0,Paved,186000,1807.0
2ST PUD - 1946 & NEWER,Resi Med Density,1680,True,BrDale,Twnhs,Average,1972,Gable,CompShg,BrkFace,630,672,264.0,Paved,111750,1566.0
1-STORY 1946 & NEWER,Resi Low Density,14300,True,NridgHt,1Fam,Excellent,2003,Hip,CompShg,BrkFace,2696,0,958.0,Paved,500000,3654.0
2-STORY 1946 & NEWER,Resi Low Density,10616,True,CollgCr,1Fam,Good,2007,Gable,CompShg,None,628,728,484.0,Paved,177439,1840.0
2-STORY 1946 & NEWER,Resi Low Density,11308,True,NridgHt,1Fam,Excellent,2008,Gable,CompShg,Stone,1130,1054,836.0,Paved,335000,3020.0
2-STORY 1946 & NEWER,Resi Low Density,10480,True,NWAmes,1Fam,Good,1976,Hip,CompShg,BrkFace,1098,866,483.0,Paved,205000,2447.0
1-STPUD-1946 & NEWER,Resi Low Density,5118,True,StoneBr,TwnhsE,Very good,1990,Gable,CompShg,None,1321,0,484.0,Paved,212000,1805.0
1-STPUD-1946 & NEWER,Resi Med Density,3811,True,Crawfor,TwnhsE,Very good,2004,Hip,CompShg,Stone,1646,0,525.0,Paved,246000,2171.0
1-STORY 1946 & NEWER,Resi Low Density,10825,True,NWAmes,1Fam,Good,1983,Gable,CompShg,BrkFace,1260,0,598.0,Paved,181900,1858.0
1-1/2 STORY FINISHED,Resi Med Density,5500,True,OldTown,1Fam,Average,1929,Gable,CompShg,None,926,0,484.0,Paved,130000,1410.0
2-STORY 1945 & OLDER,Resi Med Density,9600,False,OldTown,1Fam,Average,1910,Gable,CompShg,None,768,664,360.0,Paved,132000,1792.0
2-STORY 1946 & NEWER,Resi Low Density,9317,True,SawyerW,1Fam,Good,1994,Gable,CompShg,None,1029,929,499.0,Paved,220000,2457.0
1-STORY 1946 & NEWER,Resi Low Density,11838,True,CollgCr,1Fam,Very good,2001,Hip,CompShg,None,1788,0,522.0,Paved,236500,2310.0
2-STORY 1946 & NEWER,Floating Village,8004,True,Somerst,1Fam,Very good,2009,Gable,CompShg,Stone,832,1103,552.0,Paved,263435,2487.0
1-1/2 STORY FINISHED,Resi Med Density,6876,True,IDOTRR,1Fam,Above Avg,1938,Gable,CompShg,None,1272,0,400.0,Paved,141000,1672.0
2-STORY 1946 & NEWER,Resi Low Density,8396,True,Gilbert,1Fam,Good,2003,Gable,CompShg,BrkFace,847,1139,434.0,Paved,213000,2420.0
1-STORY 1946 & NEWER,Resi Low Density,9803,True,Timber,1Fam,Good,2009,Gable,CompShg,None,1214,0,520.0,Paved,179781,1734.0
1-STPUD-1946 & NEWER,Resi Low Density,6240,True,NridgHt,TwnhsE,Very good,2006,Hip,CompShg,BrkFace,1342,0,550.0,Paved,234250,1892.0
1-STORY 1946 & NEWER,Resi Low Density,15498,True,Timber,1Fam,Very good,1976,Hip,WdShake,None,2898,0,665.0,Paved,287000,3563.0
2-STORY 1946 & NEWER,Resi Low Density,12891,True,Gilbert,1Fam,Very good,2002,Gable,CompShg,0,878,1126,644.0,Paved,257500,2648.0
1-STORY 1945 & OLDER,Resi Med Density,6180,True,BrkSide,1Fam,Above Avg,1926,Gable,CompShg,None,986,0,180.0,Paved,102000,1166.0
1-1/2 STORY UNFINISHED,Resi Med Density,7449,False,IDOTRR,1Fam,Good,1930,Gable,CompShg,None,1108,0,280.0,Dirt/Gravel,139400,1388.0
1-1/2 STORY FINISHED,Resi Low Density,10410,False,OldTown,1Fam,Fair,1915,Gable,CompShg,None,694,520,936.0,Paved,105000,2150.0
1-STORY 1946 & NEWER,Resi Low Density,15865,True,NAmes,1Fam,Very good,1970,Flat,Tar&Grv,None,2217,0,621.0,Paved,268000,2838.0
SPLIT OR MULTI-LEVEL,Resi Low Density,19690,True,Edwards,1Fam,Above Avg,1966,Flat,Tar&Grv,None,1575,626,432.0,Paved,274970,2633.0
1-STPUD-1946 & NEWER,Resi Low Density,3182,True,Blmngtn,TwnhsE,Good,2005,Gable,CompShg,BrkFace,1220,0,397.0,Paved,180000,1617.0
2-STORY 1945 & OLDER,Resi Med Density,9600,True,OldTown,1Fam,Good,1928,Gambrel,CompShg,None,689,689,360.0,Dirt/Gravel,161000,1738.0
1-STORY 1946 & NEWER,Resi Low Density,11100,True,Edwards,1Fam,Below Avg,1946,Gable,CompShg,None,930,0,308.0,Paved,84900,1238.0
2 FAMILY CONVERSION,Resi Low Density,13587,True,NAmes,2fmCon,Average,1958,Gable,CompShg,None,988,0,264.0,Paved,119000,1252.0
1-STORY 1946 & NEWER,Resi Low Density,11447,True,Timber,1Fam,Very good,2005,Gable,CompShg,BrkFace,1964,0,892.0,Paved,370000,2856.0
1-STORY 1946 & NEWER,Resi Low Density,7242,True,CollgCr,1Fam,Good,2005,Gable,CompShg,None,1270,0,524.0,Paved,175900,1794.0
DUPLEX,Resi Low Density,7018,True,SawyerW,Duplex,Average,1979,Gable,CompShg,None,1120,1120,528.0,Paved,142953,2768.0
1-STPUD-1946 & NEWER,Resi Low Density,9466,True,Veenker,TwnhsE,Very good,1994,Gable,CompShg,None,1494,0,478.0,Paved,279700,1972.0
1-STORY 1946 & NEWER,Resi Low Density,8400,True,NAmes,1Fam,Average,1957,Gable,CompShg,None,1364,0,331.0,Paved,132000,1695.0
2-STORY 1946 & NEWER,Resi Low Density,11050,True,CollgCr,1Fam,Excellent,2000,Hip,CompShg,BrkFace,1476,677,736.0,Paved,313000,2889.0
1-1/2 STORY FINISHED,Commercial,11040,True,IDOTRR,1Fam,Below Avg,1920,Gable,CompShg,None,897,439,570.0,Paved,108000,1906.0
2-STORY 1946 & NEWER,Resi Low Density,6931,True,Edwards,1Fam,Good,2003,Gable,CompShg,Stone,760,896,397.0,Paved,165400,2053.0
2-STORY 1946 & NEWER,Resi Low Density,12438,True,CollgCr,1Fam,Above Avg,1995,Gable,CompShg,BrkFace,795,704,473.0,Paved,187000,1972.0
2-STORY 1946 & NEWER,Resi Low Density,15138,True,NoRidge,1Fam,Very good,1995,Gable,CompShg,BrkFace,1490,1304,810.0,Paved,403000,3604.0
2-STORY 1946 & NEWER,Resi Low Density,12046,True,NWAmes,1Fam,Above Avg,1976,Gable,CompShg,BrkFace,1118,912,551.0,Paved,195000,2581.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9600,True,NAmes,1Fam,Above Avg,1961,Hip,CompShg,BrkFace,1254,0,525.0,Paved,158500,1779.0
2-STORY 1946 & NEWER,Resi Low Density,11367,True,CollgCr,1Fam,Very good,2002,Gable,CompShg,BrkFace,1091,898,586.0,Paved,255000,2575.0
1-STORY 1946 & NEWER,Resi Low Density,26073,True,Crawfor,1Fam,Average,1956,Gable,CompShg,None,1898,0,484.0,Paved,236500,2382.0
1-STORY 1946 & NEWER,Resi Low Density,7150,True,NAmes,1Fam,Average,1966,Hip,CompShg,BrkFace,988,0,360.0,Paved,129250,1348.0
1-STORY 1946 & NEWER,Resi Low Density,15602,True,Crawfor,1Fam,Good,1959,Gable,CompShg,None,1801,0,484.0,Paved,289000,2285.0
DUPLEX,Resi Low Density,10260,True,Mitchel,Duplex,Average,1976,Gable,CompShg,None,936,936,484.0,Paved,100000,2356.0
2-STORY 1946 & NEWER,Resi Low Density,12728,True,CollgCr,1Fam,Very good,2001,Gable,CompShg,BrkFace,1531,908,560.0,Paved,275000,2999.0
2-STORY 1946 & NEWER,Resi Low Density,11690,True,CollgCr,1Fam,Very good,1999,Gable,CompShg,BrkFace,886,878,560.0,Paved,207000,2324.0
1-STORY 1946 & NEWER,Resi Low Density,9230,True,NAmes,1Fam,Average,1965,Hip,CompShg,BrkFace,1200,0,884.0,Paved,146000,2084.0
2ST PUD - 1946 & NEWER,Resi Med Density,1890,True,BrDale,Twnhs,Above Avg,1972,Gable,CompShg,BrkFace,494,536,264.0,Paved,116000,1294.0
2-STORY 1946 & NEWER,Resi Low Density,9375,True,CollgCr,1Fam,Good,1997,Gable,CompShg,BrkFace,1057,977,645.0,Paved,219500,2679.0
1-STPUD-1946 & NEWER,Resi Low Density,3480,True,NridgHt,TwnhsE,Good,2003,Gable,CompShg,Stone,1405,0,478.0,Paved,173000,1883.0
1-STORY 1946 & NEWER,Resi Low Density,17140,True,Edwards,1Fam,Below Avg,1956,Gable,CompShg,None,1229,0,284.0,Paved,135000,1513.0
2-STORY 1946 & NEWER,Resi Low Density,8749,True,CollgCr,1Fam,Good,2003,Gable,CompShg,None,992,940,610.0,Paved,213000,2542.0
1-STORY 1946 & NEWER,Resi Low Density,11375,True,Sawyer,1Fam,Above Avg,1954,Gable,CompShg,None,1299,0,494.0,Paved,150000,1793.0
1-STPUD-1946 & NEWER,Resi Low Density,3922,True,Blmngtn,TwnhsE,Good,2006,Gable,CompShg,BrkFace,1402,0,648.0,Paved,194201,2050.0
1-STPUD-1946 & NEWER,Resi Low Density,3182,True,Blmngtn,TwnhsE,Good,2005,Gable,CompShg,BrkFace,1504,0,457.0,Paved,181000,1961.0
1-STORY 1946 & NEWER,Resi Low Density,9750,True,NAmes,1Fam,Above Avg,1958,Gable,CompShg,BrkFace,1442,0,301.0,Paved,157900,1743.0
2-STORY 1946 & NEWER,Resi Low Density,13426,True,CollgCr,1Fam,Good,1999,Gable,CompShg,None,951,828,586.0,Paved,217000,2365.0
2-STORY 1946 & NEWER,Floating Village,10574,True,Somerst,1Fam,Very good,2005,Gable,CompShg,None,1082,871,1043.0,Paved,252000,2996.0
2-STORY 1946 & NEWER,Resi Low Density,8726,True,CollgCr,1Fam,Good,2002,Gable,CompShg,None,872,1037,529.0,Paved,197000,2438.0
2-STORY 1946 & NEWER,Resi Low Density,7984,True,Gilbert,1Fam,Good,2004,Gable,CompShg,BrkFace,868,762,436.0,Paved,189500,2066.0
1-1/2 STORY FINISHED,Resi Low Density,8248,False,Edwards,1Fam,Average,1918,Gable,CompShg,None,686,564,280.0,Partial Paved,116000,1530.0
1-STORY 1946 & NEWER,Resi Low Density,9790,True,NWAmes,1Fam,Above Avg,1963,Hip,CompShg,BrkFace,1328,0,528.0,Paved,143000,1856.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Average,1950,Gable,CompShg,None,988,0,276.0,Paved,119000,1264.0
1-1/2 STORY FINISHED,Resi Low Density,7200,True,NAmes,1Fam,Above Avg,1954,Gable,CompShg,None,854,424,240.0,Paved,127500,1518.0
2-STORY 1946 & NEWER,Floating Village,8125,True,Somerst,1Fam,Above Avg,2005,Gable,CompShg,None,858,858,615.0,Paved,200825,2331.0
1-STORY 1945 & OLDER,Resi Low Density,8088,False,Edwards,1Fam,Poor,1922,Gable,CompShg,None,498,0,216.0,Dirt/Gravel,35000,714.0
2-STORY 1946 & NEWER,Resi Low Density,12511,True,NWAmes,1Fam,Good,1978,Mansard,WdShake,BrkFace,1420,1420,1314.0,Paved,292500,4154.0
2ST PUD - 1946 & NEWER,Resi Med Density,1869,True,BrDale,Twnhs,Above Avg,1970,Gable,CompShg,BrkFace,483,504,280.0,Paved,106000,1267.0
1-STORY 1945 & OLDER,Resi Low Density,9259,True,Sawyer,1Fam,Below Avg,1927,Gable,CompShg,None,756,0,440.0,Dirt/Gravel,85000,1196.0
1-STORY 1946 & NEWER,Resi Low Density,16770,True,NridgHt,1Fam,Very good,2002,Hip,CompShg,BrkFace,1712,0,701.0,Paved,286500,2413.0
1-STPUD-1946 & NEWER,Resi Low Density,4043,True,NPkVill,TwnhsE,Above Avg,1977,Gable,CompShg,None,1069,0,440.0,Paved,127500,1509.0
1-STORY 1946 & NEWER,Floating Village,9000,True,Somerst,1Fam,Good,2006,Gable,CompShg,None,1335,0,575.0,Paved,210400,1910.0
1-STPUD-1946 & NEWER,Resi Low Density,12677,True,NridgHt,TwnhsE,Very good,2003,Hip,CompShg,BrkFace,1518,0,588.0,Paved,274000,2106.0
2-STORY 1946 & NEWER,Resi Low Density,12852,True,Timber,1Fam,Very good,2007,Gable,CompShg,None,920,860,612.0,Paved,264966,2392.0
1-1/2 STORY FINISHED,Resi Med Density,10320,False,IDOTRR,1Fam,Below Avg,1910,Gable,CompShg,None,866,504,264.0,Dirt/Gravel,50000,1634.0
1-1/2 STORY FINISHED,Resi Med Density,10800,True,OldTown,1Fam,Average,1915,Gable,CompShg,None,966,686,416.0,Paved,139000,2068.0
2-STORY 1946 & NEWER,Resi Low Density,19522,True,Veenker,1Fam,Good,1990,Gable,CompShg,BrkFace,1271,1232,564.0,Paved,300000,3067.0
SPLIT OR MULTI-LEVEL,Resi Low Density,13860,True,NAmes,1Fam,Very good,1972,Gable,CompShg,None,2000,704,538.0,Paved,345000,3242.0
1-STORY 1946 & NEWER,Resi Low Density,11927,True,CollgCr,1Fam,Very good,1994,Hip,CompShg,BrkFace,1592,0,484.0,Paved,228000,2076.0
SPLIT OR MULTI-LEVEL,Resi Low Density,11950,True,Gilbert,1Fam,Good,2003,Gable,CompShg,0,754,640,400.0,Paved,165500,1794.0
2-STORY 1945 & OLDER,Resi Med Density,9906,False,OldTown,1Fam,Below Avg,1925,Gable,CompShg,None,810,518,210.0,Paved,107000,1538.0
1-STPUD-1946 & NEWER,Resi Low Density,4923,True,StoneBr,TwnhsE,Very good,2001,Gable,CompShg,None,1593,0,682.0,Paved,286000,2275.0
1-STORY 1945 & OLDER,Commercial,7879,True,IDOTRR,1Fam,Below Avg,1920,Gable,CompShg,None,720,0,0.0,Dirt/Gravel,34900,720.0
1-STORY 1946 & NEWER,Resi Low Density,7800,True,NAmes,1Fam,Average,1964,Gable,CompShg,None,912,0,288.0,Paved,115000,1200.0
1-STPUD-1946 & NEWER,Resi Low Density,3196,True,Blmngtn,TwnhsE,Very good,2003,Gable,CompShg,BrkFace,1456,0,400.0,Paved,215000,1856.0
2-STORY 1945 & OLDER,Resi Med Density,9928,False,OldTown,1Fam,Good,1915,Gable,CompShg,None,1272,672,216.0,Dirt/Gravel,179900,2160.0
1-STPUD-1946 & NEWER,Resi Low Density,6820,True,StoneBr,TwnhsE,Very good,1985,Gable,CompShg,None,1502,0,528.0,Paved,212000,2030.0
2-STORY 1946 & NEWER,Resi Low Density,13128,True,Gilbert,1Fam,Very good,2005,Gable,CompShg,BrkFace,1074,990,527.0,Paved,250000,2591.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Average,1928,Gable,CompShg,None,1042,534,225.0,Paved,149000,1801.0
2-STORY 1946 & NEWER,Resi Low Density,8000,True,Gilbert,1Fam,Above Avg,1995,Gable,CompShg,None,773,885,431.0,Paved,188000,2089.0
1-STORY 1945 & OLDER,Resi Low Density,10410,False,OldTown,1Fam,Fair,1930,Gable,CompShg,None,713,0,371.0,Dirt/Gravel,99800,1084.0
2-STORY 1945 & OLDER,Resi Med Density,10800,False,OldTown,1Fam,Good,1890,Gable,CompShg,None,1576,978,704.0,Partial Paved,159500,3258.0
SPLIT OR MULTI-LEVEL,Resi Low Density,13300,True,Gilbert,1Fam,Good,2004,Gable,CompShg,None,744,630,400.0,Paved,184500,1774.0
2-STORY 1946 & NEWER,Resi Low Density,9588,True,CollgCr,1Fam,Very good,2007,Gable,CompShg,Stone,1482,1092,868.0,Paved,276000,3442.0
2ST PUD - 1946 & NEWER,Resi Low Density,2308,True,NPkVill,TwnhsE,Above Avg,1976,Gable,CompShg,None,804,744,440.0,Paved,155000,1988.0
1-STORY 1946 & NEWER,Resi Low Density,13383,True,Mitchel,1Fam,Average,1969,Hip,CompShg,BrkFace,1404,0,504.0,Paved,160000,1908.0
2-STORY 1946 & NEWER,Resi Low Density,9350,True,NAmes,1Fam,Average,1964,Gable,CompShg,None,720,720,480.0,Paved,157500,1920.0
1-STORY 1946 & NEWER,Resi Low Density,9892,True,Mitchel,1Fam,Very good,1994,Hip,CompShg,None,1803,0,482.0,Paved,285000,2285.0
DUPLEX,Resi Low Density,8777,True,Edwards,Duplex,Average,1900,Gable,CompShg,None,1272,928,0.0,Dirt/Gravel,145900,2200.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10541,True,SawyerW,1Fam,Good,1996,Gable,CompShg,None,1302,735,472.0,Paved,229000,2509.0
1-STORY 1946 & NEWER,Resi Med Density,5940,True,BrkSide,1Fam,Below Avg,1946,Gable,CompShg,None,896,0,280.0,Paved,79000,1176.0
1-1/2 STORY FINISHED,Resi Low Density,10284,True,OldTown,1Fam,Below Avg,1925,Gable,CompShg,None,845,436,580.0,Paved,128500,1861.0
2-STORY 1946 & NEWER,Resi Low Density,9660,True,NoRidge,1Fam,Very good,1998,Gable,CompShg,BrkFace,1079,897,885.0,Paved,286000,2861.0
2-STORY 1946 & NEWER,Resi Low Density,10179,True,Gilbert,1Fam,Above Avg,1997,Gable,CompShg,None,945,663,470.0,Paved,189500,2078.0
1-STORY 1946 & NEWER,Resi Low Density,9533,True,NAmes,1Fam,Average,1953,Hip,CompShg,BrkFace,1210,0,616.0,Paved,102900,1826.0
1-1/2 STORY FINISHED,Resi Med Density,5830,True,BrkSide,1Fam,Average,1950,Gable,CompShg,None,1030,582,363.0,Paved,128500,1975.0
1-1/2 STORY FINISHED,Resi Low Density,12099,True,NAmes,1Fam,Average,1953,Gable,CompShg,None,1216,0,371.0,Paved,156000,1587.0
2-STORY 1946 & NEWER,Resi Low Density,12665,True,Timber,1Fam,Very good,2005,Hip,CompShg,BrkFace,1133,1349,642.0,Paved,281213,3124.0
1-STORY 1946 & NEWER,Resi Low Density,27650,True,NAmes,1Fam,Good,1960,Flat,Tar&Grv,None,2069,0,505.0,Paved,242000,2574.0
1-STORY 1946 & NEWER,Resi Low Density,17600,True,NAmes,1Fam,Above Avg,1960,Gable,CompShg,BrkFace,1478,0,498.0,Paved,157500,1976.0
2-STORY 1946 & NEWER,Resi Low Density,7162,True,Edwards,1Fam,Good,2003,Hip,CompShg,BrkFace,806,918,616.0,Paved,196500,2340.0
1-STORY 1946 & NEWER,Resi Low Density,8685,True,CollgCr,1Fam,Good,1998,Gable,CompShg,None,1425,0,591.0,Paved,193000,2016.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Average,1939,Gable,CompShg,None,899,423,280.0,Paved,132000,1602.0
2-STORY 1945 & OLDER,Resi Med Density,6451,False,OldTown,1Fam,Good,1900,Gable,CompShg,None,848,580,576.0,Paved,139900,2004.0
1-STORY 1946 & NEWER,Resi Low Density,8760,True,NAmes,1Fam,Above Avg,1959,Hip,CompShg,BrkFace,1194,0,312.0,Paved,148000,1506.0
2-STORY 1946 & NEWER,Resi Low Density,12568,True,NridgHt,1Fam,Very good,2007,Hip,CompShg,Stone,895,923,774.0,Paved,281500,2592.0
2-STORY 1946 & NEWER,Resi Low Density,13069,True,NridgHt,1Fam,Very good,2004,Gable,CompShg,BrkFace,1718,1238,916.0,Paved,342000,3872.0
SPLIT OR MULTI-LEVEL,Resi Low Density,11080,True,Mitchel,1Fam,Above Avg,1975,Gable,CompShg,BrkFace,1210,0,528.0,Paved,148000,1738.0
1-1/2 STORY FINISHED,Resi Low Density,10759,True,Sawyer,1Fam,Average,1972,Gable,CompShg,None,1001,640,490.0,Paved,140000,2131.0
1-STORY 1946 & NEWER,Resi Low Density,8973,True,NAmes,1Fam,Average,1958,Gable,CompShg,BrkFace,1053,0,750.0,Paved,150000,1803.0
2-STORY 1946 & NEWER,Resi Low Density,10990,True,NoRidge,1Fam,Good,1996,Gable,CompShg,None,1064,1061,576.0,Paved,279500,2701.0
MULTILEVEL,Resi Med Density,3675,True,Edwards,TwnhsE,Above Avg,2005,Gable,CompShg,Stone,1072,0,525.0,Paved,140000,1597.0
DUPLEX,Resi Low Density,8385,True,Mitchel,Duplex,Above Avg,1978,Gable,CompShg,None,1664,0,616.0,Paved,145000,2280.0
1-STPUD-1946 & NEWER,Resi High Density,5858,True,NAmes,TwnhsE,Good,1999,Gable,CompShg,None,1337,0,511.0,Paved,184000,1848.0
1-STPUD-1946 & NEWER,Resi Low Density,3880,True,Greens,Twnhs,Very good,1978,Gable,CompShg,None,1226,0,484.0,Paved,206000,1710.0
2ST PUD - 1946 & NEWER,Resi Med Density,1504,True,MeadowV,Twnhs,Below Avg,1972,Gable,CompShg,None,546,546,253.0,Paved,85500,1345.0
2-STORY 1945 & OLDER,Resi Low Density,11988,True,Crawfor,1Fam,Above Avg,1934,Hip,CompShg,None,849,811,240.0,Paved,188700,1900.0
1-STORY 1946 & NEWER,Resi Low Density,10928,True,NWAmes,1Fam,Above Avg,1978,Gable,CompShg,BrkFace,1671,0,484.0,Paved,200000,2155.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10778,True,SawyerW,1Fam,Good,1990,Gable,CompShg,None,1061,0,462.0,Paved,162000,1523.0
1-STORY 1945 & OLDER,Resi Low Density,10200,True,Sawyer,1Fam,Average,1940,Gable,CompShg,None,672,0,240.0,Dirt/Gravel,108000,912.0
1-STORY 1946 & NEWER,Resi Low Density,9373,True,NWAmes,1Fam,Average,1975,Gable,CompShg,BrkFace,1621,0,478.0,Paved,213000,2099.0
1-STORY 1946 & NEWER,Resi Low Density,12085,True,NridgHt,1Fam,Very good,2007,Hip,CompShg,Stone,1734,0,928.0,Paved,318000,2662.0
2-1/2 STORY,Resi Med Density,8100,True,OldTown,1Fam,Average,1898,Hip,CompShg,None,1075,1063,360.0,Dirt/Gravel,106000,2498.0
2-STORY 1945 & OLDER,Resi Low Density,19950,True,Edwards,1Fam,Above Avg,1928,Gable,CompShg,None,1337,672,795.0,Partial Paved,235000,2804.0
1-STORY 1946 & NEWER,Resi Low Density,9320,True,NAmes,1Fam,Below Avg,1959,Gable,CompShg,None,1225,0,0.0,Paved,128950,1225.0
1-STORY 1946 & NEWER,Resi Low Density,10197,True,NAmes,1Fam,Above Avg,1961,Gable,CompShg,BrkCmn,1362,0,504.0,Paved,163000,1866.0
1-1/2 STORY FINISHED,Resi Low Density,8160,True,Edwards,1Fam,Average,1940,Gable,CompShg,None,756,378,240.0,Partial Paved,126000,1374.0
1-1/2 STORY FINISHED,Resi Med Density,11426,True,OldTown,1Fam,Good,2003,Gable,CompShg,None,1362,720,484.0,Dirt/Gravel,200000,2566.0
1-1/2 STORY FINISHED,Resi Low Density,11344,True,NAmes,1Fam,Average,1958,Gable,CompShg,BrkFace,874,650,315.0,Paved,144000,1839.0
DUPLEX,Resi Low Density,8000,True,NAmes,Duplex,Average,1961,Gable,CompShg,None,1800,0,0.0,Paved,141000,1800.0
